lng,lat,nome
7.665083000000001,45.064922,Corso Stati Uniti / Corso Duca degli Abruzzi
7.662134999999999,45.066177,Corso Stati Uniti / Corso Castelfidardo
7.663036,45.068031,Corso Castelfidardo / Corso Vittorio Emanuele II
7.661397,45.069714,Giardino Nicola Grossa - Corso Vittorio Emanuele II
7.661017,45.06903100000001,Corso Vittorio Emanuele II -  ex carcere Le Nuove
7.654456,45.070976,Piazza Adriano
7.638148000000001,45.075665,Parco della Tesoriera - Ingresso Principale Corso Francia
7.639831,45.078098,Parco della Tesoriera - Parco giocho - Via Borgosesia
7.627894,45.076744000000005,Via Valgioie
7.624847000000001,45.076199,Corso Bernardino Telesio 13
7.6235800000000005,45.073322000000005,Corso Bruneleschi 13
7.623032000000001,45.070896000000005,Corso Bruneleschi 46
7.625537999999999,45.065823,Corso Bruneleschi 111
7.623758,45.066795,Giardino T Grandi - Corso Filippo Brunelleschi / Via Fratelli Fornaca
7.630737,45.06403,Corso Monte Cucco 126
7.6306080000000005,45.072903,Area Verde Campamianto - Corso Peschiera
7.626877000000001,45.07366600000001,Impianto Sportivo Girdino Perchiera - Corso Perchiera 364
7.661455,45.046986,Corso Lepanto
7.688822,45.08904600000001,Piazza Francesco Crispi - Corso Novara / Corso Vercelli
7.715648000000001,45.079933,Via Alfonso Varano
7.631767,45.059937,Parco Ruffini - Viale Luigi Hugues
7.630343000000001,45.060318,Parco Ruffini - Corso Luigi D'Albertis
7.634138,45.057278,Parco Ruffini - Sud Est
7.630662000000001,45.058544,Parco Ruffini - Corso Carlo Piaggia
7.623829000000001,45.040829,Via Paolo Gaidano / Via Edoardo Rubino
7.681887000000001,45.074329,Via Milano / Via San Domenico
7.678667000000001,45.07284500000001,Via Stampatori (Il Bis
7.679018,45.072334,Piazza Università dei Mastri Minusieri
7.666322,45.067398,Corso Vinzaglio
